timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
02/01/2016 22:00,252,11,11,82,24,3,0,1,3
02/01/2016 23:00,270,11,11,85,23,3,0,1,3
03/01/2016 00:00,153,10.5,9,91,23,7,0,1,3
03/01/2016 01:00,114,9.5,6,87.5,28.5,7,0,1,3
03/01/2016 02:00,83,9,5,84.5,28,7,0,1,3
03/01/2016 03:00,65,8.5,4.5,76,26,4,0,1,3
03/01/2016 04:00,48,8,5,71,17,2,0,1,3
03/01/2016 05:00,36,7.5,5.5,71,12,1,0,1,3
03/01/2016 06:00,48,7,5.5,71,9,1,0,1,3
03/01/2016 07:00,93,7,5,73.5,9,2,0,1,3
03/01/2016 08:00,171,8,5,79,15,1,0,1,3
03/01/2016 09:00,273,9,6,84.5,19,7,0,1,3
03/01/2016 10:00,410,10,7,82,23,7,0,1,3
03/01/2016 11:00,348,9,6,87,26,7,0,1,3
03/01/2016 12:00,241,9,5.5,87,27,7,0,1,3
03/01/2016 13:00,173,9,6,87,26,7,0,1,3
03/01/2016 14:00,185,9.5,6.5,84.5,24,7,0,1,3
03/01/2016 15:00,316,10,8,85,14,7,0,1,3
03/01/2016 16:00,357,9.5,8,84.5,10,7,0,1,3
03/01/2016 17:00,344,9,8,87,6.5,3,0,1,3
03/01/2016 18:00,375,9,8,87,7,2,0,1,3
03/01/2016 19:00,262,8.5,7.5,90,6.5,1,0,1,3
03/01/2016 20:00,237,8,6.5,87,8,1,0,1,3
03/01/2016 21:00,228,7,6,93,7,1,0,1,3
03/01/2016 22:00,169,8,6.5,87,8,1,0,1,3
03/01/2016 23:00,140,8,6.5,87,9,1,0,1,3
04/01/2016 00:00,81,8,6,87,10,1,0,0,3
04/01/2016 01:00,59,8,6,84.5,13,1,0,0,3
04/01/2016 02:00,34,8,6,82,11,1,0,0,3
04/01/2016 03:00,25,8,6,82,12,2,0,0,3
04/01/2016 04:00,37,8,6,82,10,2,0,0,3
04/01/2016 05:00,102,8,6,84.5,11,2,0,0,3
04/01/2016 06:00,454,8,6,87,11,1,0,0,3
04/01/2016 07:00,1570,8,6,84.5,12,1,0,0,3
04/01/2016 08:00,3236,8.5,6.5,82,14,2,0,0,3
04/01/2016 09:00,1347,9,7,84.5,14,2,0,0,3
04/01/2016 10:00,621,10,8,82,16,2,0,0,3
04/01/2016 11:00,640,10.5,9.5,77,17,2,0,0,3
04/01/2016 12:00,764,11,11,74.5,17,7,0,0,3
04/01/2016 13:00,821,10,8,82,13,7,0,0,3
04/01/2016 14:00,764,10,9,79,8,2,0,0,3
04/01/2016 15:00,865,9.5,8,84.5,10,2,0,0,3
04/01/2016 16:00,1193,9,7.5,87,10,2,0,0,3
04/01/2016 17:00,2819,9,7,84.5,11,2,0,0,3
04/01/2016 18:00,2439,8.5,6.5,82,11,1,0,0,3
04/01/2016 19:00,1184,9,7,76,12,1,0,0,3
04/01/2016 20:00,614,9,6.5,82,15,3,0,0,3
04/01/2016 21:00,397,8,5.5,87,14,1,0,0,3
04/01/2016 22:00,293,9,7,82,15,3,0,0,3
04/01/2016 23:00,174,9,7,82,13,2,0,0,3
05/01/2016 00:00,93,9,6.5,87,16,7,0,0,3
05/01/2016 01:00,53,9,6.5,87,14,7,0,0,3
05/01/2016 02:00,47,9,6.5,84.5,15,7,0,0,3
05/01/2016 03:00,23,9,8,84.5,9,2,0,0,3
05/01/2016 04:00,37,9,7.5,87,10,2,0,0,3
05/01/2016 05:00,86,9,8,84.5,8,2,0,0,3
05/01/2016 06:00,501,8.5,7.5,87,6.5,2,0,0,3
05/01/2016 07:00,1803,8.5,7.5,84.5,8,2,0,0,3
05/01/2016 08:00,3725,8,7,90,7,2,0,0,3
05/01/2016 09:00,1719,8.5,7.5,87,6.5,2,0,0,3
05/01/2016 10:00,700,10,10,82,5,2,0,0,3
05/01/2016 11:00,645,10,9,82,9,2,0,0,3
05/01/2016 12:00,828,10.5,10,79.5,11,2,0,0,3
05/01/2016 13:00,896,10.5,9.5,79.5,10,2,0,0,3
05/01/2016 14:00,820,10,9.5,82,7.5,2,0,0,3
05/01/2016 15:00,846,10,9.5,82,5.5,2,0,0,3
05/01/2016 16:00,1315,9.5,8.5,84.5,6.5,2,0,0,3
05/01/2016 17:00,2956,9,8,87,7,3,0,0,3
05/01/2016 18:00,2561,9.5,9,84.5,6,7,0,0,3
05/01/2016 19:00,1367,9,8,87,8,2,0,0,3
05/01/2016 20:00,705,8.5,7.5,90,8,3,0,0,3
05/01/2016 21:00,488,8,7,90,7,4,0,0,3
05/01/2016 22:00,383,7.5,6.5,90,6.5,3,0,0,3
05/01/2016 23:00,208,6,5,93,5.5,2,0,0,3
06/01/2016 00:00,99,6,5.5,93,3,4,0,0,3
06/01/2016 01:00,90,7,6,87,7,4,0,0,3
06/01/2016 02:00,36,6.5,5,90,7.5,1,0,0,3
06/01/2016 03:00,29,6.5,6,93,5,7,0,0,3
06/01/2016 04:00,17,6.5,5.5,96.5,5.5,26,0,0,3
06/01/2016 05:00,85,6,5,100,5.5,26,0,0,3
06/01/2016 06:00,499,7,7,93,4,7,0,0,3
06/01/2016 07:00,1769,7,6.5,93,5,3,0,0,3
06/01/2016 08:00,3796,7,6.5,93,3,3,0,0,3
06/01/2016 09:00,1849,7,5.5,93,9,3,0,0,3
06/01/2016 10:00,696,7,5,93,10,3,0,0,3
06/01/2016 11:00,568,7,5.5,93,8.5,3,0,0,3
06/01/2016 12:00,773,8,7,87,6.5,4,0,0,3
06/01/2016 13:00,867,8,7,87,6.5,3,0,0,3
06/01/2016 14:00,809,8,7,87,6,3,0,0,3
06/01/2016 15:00,782,8,7.5,87,5,3,0,0,3
06/01/2016 16:00,1204,8,7,84.5,6.5,3,0,0,3
06/01/2016 17:00,2853,8,7,82,6,3,0,0,3
06/01/2016 18:00,2686,8,7,82,6.5,3,0,0,3
06/01/2016 19:00,1505,7,6,90,7,2,0,0,3
06/01/2016 20:00,834,7,6,87,6.5,2,0,0,3
06/01/2016 21:00,548,6,4.5,93,6.5,2,0,0,3
06/01/2016 22:00,393,6,4,93,9,2,0,0,3
06/01/2016 23:00,251,6.5,4,90,12,2,0,0,3
07/01/2016 00:00,111,7,4,87,15,2,0,0,3
07/01/2016 01:00,79,8,5.5,87,14,3,0,0,3
07/01/2016 02:00,33,9,6,82,17,7,0,0,3
07/01/2016 03:00,35,9,6,82,19.5,7,0,0,3
07/01/2016 04:00,33,9,5.5,76,24,7,0,0,3
07/01/2016 05:00,43,8,5,87,22,7,0,0,3
07/01/2016 06:00,232,8,4.5,87,20.5,7,0,0,3
07/01/2016 07:00,836,8.5,6,90,15,7,0,0,3
07/01/2016 08:00,2529,9,7.5,87,10.5,7,0,0,3
07/01/2016 09:00,1445,10,8.5,91,9,7,0,0,3
07/01/2016 10:00,490,11,11,88,19.5,7,0,0,3
07/01/2016 11:00,228,10,6.5,88,28.5,10,0,0,3
07/01/2016 12:00,415,8,3,82,44,3,0,0,3
07/01/2016 13:00,655,8.5,3.5,69,47,3,0,0,3
07/01/2016 14:00,685,8.5,3.5,62,43,2,0,0,3
07/01/2016 15:00,838,8,3.5,62,37,2,0,0,3
07/01/2016 16:00,1186,8,4,59.5,29.5,2,0,0,3
07/01/2016 17:00,2668,7.5,3.5,59,29.5,2,0,0,3
07/01/2016 18:00,2467,7,3,61,28,2,0,0,3
07/01/2016 19:00,1280,7,3,61,24,1,0,0,3
07/01/2016 20:00,713,6,2,66,25,1,0,0,3
07/01/2016 21:00,507,6,2,66,26,1,0,0,3
07/01/2016 22:00,363,5,2,70,16,1,0,0,3
07/01/2016 23:00,212,5,1.5,76,18,1,0,0,3
08/01/2016 00:00,120,5,1.5,76,18,1,0,0,3
08/01/2016 01:00,82,5,2,76,15,1,0,0,3
08/01/2016 02:00,67,5,2,76,12,1,0,0,3
08/01/2016 03:00,37,4,2,81,9,1,0,0,3
08/01/2016 04:00,31,5,2.5,76,10,1,0,0,3
08/01/2016 05:00,88,5,3,76,8,1,0,0,3
08/01/2016 06:00,479,5,4.5,78.5,5,1,0,0,3
08/01/2016 07:00,1702,6,4,78.5,10,2,0,0,3
08/01/2016 08:00,3545,7,5,76,12,2,0,0,3
08/01/2016 09:00,1759,7.5,4.5,78.5,15,2,0,0,3
08/01/2016 10:00,690,8.5,6,73.5,14,3,0,0,3
08/01/2016 11:00,571,9.5,6.5,69,18.5,2,0,0,3
08/01/2016 12:00,822,10,7,67,21,2,0,0,3
08/01/2016 13:00,873,10,8,67,17,7,0,0,3
08/01/2016 14:00,790,9.5,7,71.5,17,7,0,0,3
08/01/2016 15:00,891,9,7,79,12,2,0,0,3
08/01/2016 16:00,1384,8,6,82,11,2,0,0,3
08/01/2016 17:00,2060,8,6,84.5,12,7,0,0,3
08/01/2016 18:00,1895,8,6,87,11,7,0,0,3
08/01/2016 19:00,1041,8,6,84.5,11,3,0,0,3
08/01/2016 20:00,647,8,6,82,10,2,0,0,3
08/01/2016 21:00,411,8,6,84.5,11,2,0,0,3
08/01/2016 22:00,389,8.5,7,84.5,9,1,0,0,3
08/01/2016 23:00,388,9,6.5,82,15,2,0,0,3
09/01/2016 00:00,292,9,6.5,79,16,7,0,1,3
09/01/2016 01:00,201,9,6.5,84.5,16,7,0,1,3
09/01/2016 02:00,120,9,7,87,13,7,0,1,3
09/01/2016 03:00,119,9,6.5,82,16,7,0,1,3
09/01/2016 04:00,57,9,7.5,82,10,7,0,1,3
09/01/2016 05:00,48,9,7,84.5,12,2,0,1,3
09/01/2016 06:00,88,9,7.5,84.5,10,2,0,1,3
09/01/2016 07:00,161,9,7.5,82,11,2,0,1,3
09/01/2016 08:00,391,9,7,84.5,15,2,0,1,3
09/01/2016 09:00,618,9.5,7,82,18,2,0,1,3
09/01/2016 10:00,908,10,8,85,14,2,0,1,3
09/01/2016 11:00,1114,11,11,82,15,7,0,1,3
09/01/2016 12:00,1129,11,11,82,14,7,0,1,3
09/01/2016 13:00,1149,11,11,79.5,17.5,7,0,1,3
09/01/2016 14:00,1173,11,11,77,19,3,0,1,3
09/01/2016 15:00,1106,11,11,77,19.5,7,0,1,3
09/01/2016 16:00,854,11,11,77,26,7,0,1,3
09/01/2016 17:00,285,10.5,9,85,24,7,0,1,3
09/01/2016 18:00,496,11,11,77,26,7,0,1,3
09/01/2016 19:00,434,10.5,9,82.5,26,7,0,1,3
09/01/2016 20:00,333,11,11,77,23,7,0,1,3
09/01/2016 21:00,106,7.5,3,81.5,33.5,7,0,1,3
09/01/2016 22:00,211,7.5,4,78.5,21,7,0,1,3
09/01/2016 23:00,190,7.5,4.5,78.5,17.5,7,0,1,3
10/01/2016 00:00,168,7,3.5,81,24.5,26,0,1,3
10/01/2016 01:00,192,7,3,76,23,1,0,1,3
10/01/2016 02:00,140,7,3.5,76,20.5,1,0,1,3
10/01/2016 03:00,78,7,3,76,23,1,0,1,3
10/01/2016 04:00,63,7.5,4.5,73.5,21,1,0,1,3
10/01/2016 05:00,57,8,5,71,19.5,2,0,1,3
10/01/2016 06:00,69,7.5,4,73.5,24,3,0,1,3
10/01/2016 07:00,100,7,3.5,76,21,1,0,1,3
10/01/2016 08:00,229,7,4,76,19.5,1,0,1,3
10/01/2016 09:00,521,7,3,78.5,23,2,0,1,3
10/01/2016 10:00,837,7,3.5,78.5,21,1,0,1,3
10/01/2016 11:00,1071,8.5,5.5,71,20.5,1,0,1,3
10/01/2016 12:00,1555,9,6,66,23,2,0,1,3
10/01/2016 13:00,1721,8.5,5.5,71,19.5,2,0,1,3
10/01/2016 14:00,1752,8,5,71,18,2,0,1,3
10/01/2016 15:00,1461,8,4.5,68.5,21.5,7,0,1,3
10/01/2016 16:00,1169,6.5,3.5,73.5,18,7,0,1,3
10/01/2016 17:00,890,6.5,3.5,76,16,1,0,1,3
10/01/2016 18:00,685,6.5,4,78.5,14,1,0,1,3
10/01/2016 19:00,489,6,3,81,15,1,0,1,3
10/01/2016 20:00,394,6.5,4.5,78.5,10,1,0,1,3
10/01/2016 21:00,310,7,5,81,11,1,0,1,3
10/01/2016 22:00,218,7,4.5,81,16.5,1,0,1,3
10/01/2016 23:00,151,7,5,76,11,7,0,1,3
11/01/2016 00:00,60,7,5,78.5,11,7,0,0,3
11/01/2016 01:00,21,6.5,4,87,11,7,0,0,3
11/01/2016 02:00,16,7,4,87,18,7,0,0,3
11/01/2016 03:00,20,7,4.5,87,15,7,0,0,3
11/01/2016 04:00,15,7.5,4,87,23.5,26,0,0,3
11/01/2016 05:00,71,7,4,81,17.5,7,0,0,3
11/01/2016 06:00,252,7,3.5,84,19.5,7,0,0,3
11/01/2016 07:00,1361,7,5,87,9,7,0,0,3
11/01/2016 08:00,3289,7,6,87,6.5,3,0,0,3
11/01/2016 09:00,1747,8,5.5,82,16,2,0,0,3
11/01/2016 10:00,646,7.5,4.5,81.5,19.5,3,0,0,3
11/01/2016 11:00,558,7,4,84,17,3,0,0,3
11/01/2016 12:00,783,7,4,81,18,2,0,0,3
11/01/2016 13:00,849,7.5,4.5,78.5,17,3,0,0,3
11/01/2016 14:00,764,8,5,76,18.5,3,0,0,3
11/01/2016 15:00,726,8,5.5,76,15,3,0,0,3
11/01/2016 16:00,1174,7,4,81,16,3,0,0,3
11/01/2016 17:00,2771,7,4,84,18,3,0,0,3
11/01/2016 18:00,2671,7,4,81,18.5,3,0,0,3
11/01/2016 19:00,1479,7,3.5,78.5,21.5,3,0,0,3
11/01/2016 20:00,835,7,4,78.5,18.5,2,0,0,3
11/01/2016 21:00,500,6,3,87,16,2,0,0,3
11/01/2016 22:00,310,6,3,87,18,4,0,0,3
11/01/2016 23:00,174,6,3,81,18,4,0,0,3
12/01/2016 00:00,95,5.5,2.5,84,18,3,0,0,3
12/01/2016 01:00,44,5,1,87,20.5,3,0,0,3
12/01/2016 02:00,40,5,1,87,20,2,0,0,3
12/01/2016 03:00,30,5,1,87,21,1,0,0,3
12/01/2016 04:00,39,5,0.5,84,24,2,0,0,3
12/01/2016 05:00,90,5,0.5,84,24,2,0,0,3
12/01/2016 06:00,610,5,0,81,28,2,0,0,3
12/01/2016 07:00,1953,5,0,81,28,2,0,0,3
12/01/2016 08:00,4007,5,0,81,29,2,0,0,3
12/01/2016 09:00,2014,6,2,76,27,2,0,0,3
12/01/2016 10:00,799,7,3,68.5,28,3,0,0,3
12/01/2016 11:00,730,7,3,68.5,28,3,0,0,3
12/01/2016 12:00,822,7,3,71,29.5,3,0,0,3
12/01/2016 13:00,923,8,4,68.5,28.5,7,0,0,3
12/01/2016 14:00,659,7.5,3,73.5,32,7,0,0,3
12/01/2016 15:00,722,7,3,76,27,7,0,0,3
12/01/2016 16:00,1243,7,2.5,73.5,30.5,2,0,0,3
12/01/2016 17:00,2588,7,2,73.5,36,7,0,0,3
12/01/2016 18:00,2239,7,2,76,35,2,0,0,3
12/01/2016 19:00,1274,7,2,76,38,7,0,0,3
12/01/2016 20:00,811,7,3,76,29,7,0,0,3
12/01/2016 21:00,541,6.5,2,78.5,32.5,7,0,0,3
12/01/2016 22:00,338,6,1.5,81,28,7,0,0,3
12/01/2016 23:00,188,6,1.5,78.5,26,7,0,0,3
13/01/2016 00:00,123,6,2,78.5,24,4,0,0,3
13/01/2016 01:00,49,6,2,78.5,24,3,0,0,3
13/01/2016 02:00,40,6,1.5,76,28,3,0,0,3
13/01/2016 03:00,22,6,2,73.5,24,3,0,0,3
13/01/2016 04:00,39,5.5,1,70.5,25,3,0,0,3
13/01/2016 05:00,100,5,1,70,21,1,0,0,3
13/01/2016 06:00,622,4,0,75,20,1,0,0,3
13/01/2016 07:00,1979,4,0,75,22,1,0,0,3
13/01/2016 08:00,4054,4,0,75,20.5,1,0,0,3
13/01/2016 09:00,2060,5,1,73,19.5,1,0,0,3
13/01/2016 10:00,874,6,2.5,71,19.5,1,0,0,3
13/01/2016 11:00,726,6,3,66,16,1,0,0,3
13/01/2016 12:00,919,6.5,3.5,63.5,17,1,0,0,3
13/01/2016 13:00,959,7,4.5,59,16,1,0,0,3
13/01/2016 14:00,910,7,4,59,17,1,0,0,3
13/01/2016 15:00,922,7,5,59,11,1,0,0,3
13/01/2016 16:00,1262,6.5,4,63.5,12,1,0,0,3
13/01/2016 17:00,2818,6,3.5,66,12,1,0,0,3
13/01/2016 18:00,2688,6,3,71,14,1,0,0,3
13/01/2016 19:00,1523,6,3,76,16,1,0,0,3
13/01/2016 20:00,876,6,3,78.5,14,1,0,0,3
13/01/2016 21:00,480,6.5,3.5,76,15,7,0,0,3
13/01/2016 22:00,317,6,3.5,81,13,7,0,0,3
13/01/2016 23:00,224,6,3,81,14,7,0,0,3
14/01/2016 00:00,72,6,3,81,17,7,0,0,3
14/01/2016 01:00,53,6,2.5,87,18.5,7,0,0,3
14/01/2016 02:00,45,5,1,87,19.5,7,0,0,3
14/01/2016 03:00,33,5,1,84,19,2,0,0,3
14/01/2016 04:00,42,4,0,87,19,2,0,0,3
14/01/2016 05:00,88,3.5,-0.5,87,18,2,0,0,3
14/01/2016 06:00,542,3,-2,87,20,2,0,0,3
14/01/2016 07:00,1841,3,-1.5,87,19.5,1,0,0,3
14/01/2016 08:00,4039,3.5,-0.5,84,18,2,0,0,3
14/01/2016 09:00,1593,4,-1,81,26,7,0,0,3
14/01/2016 10:00,721,4.5,0.5,78.5,22,3,0,0,3
14/01/2016 11:00,617,5,-0.5,76,33.5,3,0,0,3
14/01/2016 12:00,727,5,0,78.5,31,7,0,0,3
14/01/2016 13:00,766,5,0,73,32,3,0,0,3
14/01/2016 14:00,691,6,1,66,30.5,3,0,0,3
14/01/2016 15:00,771,5,-0.5,61,32.5,3,0,0,3
14/01/2016 16:00,1182,5,0,61,32.5,2,0,0,3
14/01/2016 17:00,2514,5,0,53,30.5,2,0,0,3
14/01/2016 18:00,2427,4,-2,56,36,1,0,0,3
14/01/2016 19:00,1355,4,-1,56,29,1,0,0,3
14/01/2016 20:00,837,4,-1.5,58.5,32,1,0,0,3
14/01/2016 21:00,536,4,-1,61,30.5,1,0,0,3
14/01/2016 22:00,402,4,-1,61,27,1,0,0,3
14/01/2016 23:00,292,4,-1,61,29,1,0,0,3
15/01/2016 00:00,135,4,-1,67.5,26,1,0,0,3
15/01/2016 01:00,78,3.5,-1.5,72.5,24,1,0,0,3
15/01/2016 02:00,52,3,-2,75,24,1,0,0,3
15/01/2016 03:00,34,3,-2,75,26,2,0,0,3
15/01/2016 04:00,36,3,-2,81,23,2,0,0,3
15/01/2016 05:00,86,3,-2,75,24,2,0,0,3
15/01/2016 06:00,499,3,-2,75,23,2,0,0,3
15/01/2016 07:00,1657,3,-1.5,78,20.5,2,0,0,3
15/01/2016 08:00,3590,3,-1.5,75,19.5,2,0,0,3
15/01/2016 09:00,1857,3,-2,75,22,2,0,0,3
15/01/2016 10:00,816,4,-0.5,67.5,23,2,0,0,3
15/01/2016 11:00,743,4.5,0,65.5,25,2,0,0,3
15/01/2016 12:00,993,5.5,1.5,55,25,1,0,0,3
15/01/2016 13:00,1033,6,2,53,24,1,0,0,3
15/01/2016 14:00,961,6,2,57,26,2,0,0,3
15/01/2016 15:00,1024,6,2,55,23,2,0,0,3
15/01/2016 16:00,1315,5,2,63.5,16,2,0,0,3
15/01/2016 17:00,2484,5,1.5,66,18,1,0,0,3
15/01/2016 18:00,1984,4,0,72.5,19.5,1,0,0,3
15/01/2016 19:00,1135,4,0,75,17,1,0,0,3
15/01/2016 20:00,726,4,0,72.5,21,1,0,0,3
15/01/2016 21:00,479,4,0,70,18,1,0,0,3
15/01/2016 22:00,365,3.5,0,78,14,2,0,0,3
15/01/2016 23:00,364,3,0,81,13,1,0,0,3
16/01/2016 00:00,300,3,-1,81,15,1,0,1,3
16/01/2016 01:00,231,3,-1,81,16,3,0,1,3
16/01/2016 02:00,151,3,0,81,11,3,0,1,3
16/01/2016 03:00,96,2.5,-0.5,81,10,3,0,1,3
16/01/2016 04:00,75,2,-0.5,81,8.5,1,0,1,3
16/01/2016 05:00,59,2,-0.5,75,8.5,1,0,1,3
16/01/2016 06:00,82,2,-1,75,10,1,0,1,3
16/01/2016 07:00,159,2,-1,75,10,1,0,1,3
16/01/2016 08:00,407,2,-0.5,75,9,1,0,1,3
16/01/2016 09:00,671,2,-1,75,10,1,0,1,3
16/01/2016 10:00,941,3,0.5,70,10,2,0,1,3
16/01/2016 11:00,1215,4,1,70,12,1,0,1,3
16/01/2016 12:00,1495,4,1,70,11,1,0,1,3
16/01/2016 13:00,1613,5,2,66,12,1,0,1,3
16/01/2016 14:00,1595,5,2,68,12,1,0,1,3
16/01/2016 15:00,1488,5,2,66,12,1,0,1,3
16/01/2016 16:00,1293,4,2,70,8,1,0,1,3
16/01/2016 17:00,1018,3,1,75,7,1,0,1,3
16/01/2016 18:00,907,3.5,0.5,75,10,1,0,1,3
16/01/2016 19:00,772,3,2.5,78,5,1,0,1,3
16/01/2016 20:00,618,3,2,81,6,1,0,1,3
16/01/2016 21:00,445,3,3,81,2,7,0,1,3
16/01/2016 22:00,256,3,1,81,7,7,0,1,3
16/01/2016 23:00,204,2.5,0,84,7.5,7,0,1,3
17/01/2016 00:00,226,2,1,87,5,7,0,1,3
17/01/2016 01:00,184,2,1,87,3.5,7,0,1,3
17/01/2016 02:00,115,2,2,87,0,26,0,1,3
17/01/2016 03:00,71,1,-1,93,6.5,26,0,1,3
17/01/2016 04:00,36,1,-2,93,9,26,0,1,3
17/01/2016 05:00,47,1,0,93,5.5,26,0,1,3
17/01/2016 06:00,50,2,0,84,6.5,26,0,1,3
17/01/2016 07:00,96,2,0,84,7,26,0,1,3
17/01/2016 08:00,195,2,0,87,6.5,1,0,1,3
17/01/2016 09:00,396,2,1,87,5.5,1,0,1,3
17/01/2016 10:00,698,2.5,0.5,84,6.5,4,0,1,3
17/01/2016 11:00,879,3,0.5,81,8,4,0,1,3
17/01/2016 12:00,1074,4,2,75,8,3,0,1,3
17/01/2016 13:00,1162,4,2,75,9,3,0,1,3
17/01/2016 14:00,1073,4,2,81,7,3,0,1,3
17/01/2016 15:00,1117,4,1.5,81,10,3,0,1,3
17/01/2016 16:00,948,4,1,81,11,2,0,1,3
17/01/2016 17:00,786,4,0.5,75,15,2,0,1,3
17/01/2016 18:00,760,4,1,70,14,1,0,1,3
17/01/2016 19:00,581,4,0.5,65,16,1,0,1,3
17/01/2016 20:00,436,4,1,67.5,14,1,0,1,3
17/01/2016 21:00,337,4,1,70,14,2,0,1,3
17/01/2016 22:00,315,4,1,70,14,4,0,1,3
17/01/2016 23:00,180,4.5,1.5,70,16,4,0,1,3
18/01/2016 00:00,101,4,1,78,15,4,0,0,3
18/01/2016 01:00,60,4,1,81,13,4,0,0,3
18/01/2016 02:00,28,4,1,81,12,3,0,0,3
18/01/2016 03:00,27,4,1,81,12,3,0,0,3
18/01/2016 04:00,31,4,1,81,14,2,0,0,3
18/01/2016 05:00,81,4,1,78,15,1,0,0,3
18/01/2016 06:00,540,3.5,0.5,78,12,2,0,0,3
18/01/2016 07:00,1741,3,0,81,9,2,0,0,3
18/01/2016 08:00,3765,3,0,81,13,2,0,0,3
18/01/2016 09:00,1821,3,-0.5,84,14,2,0,0,3
18/01/2016 10:00,714,4,1,75,14,2,0,0,3
18/01/2016 11:00,610,4,1,75,13,2,0,0,3
18/01/2016 12:00,796,4.5,1,72.5,16,2,0,0,3
18/01/2016 13:00,929,4,1,70,15,3,0,0,3
18/01/2016 14:00,724,4,1,67.5,14,3,0,0,3
18/01/2016 15:00,820,3.5,0.5,70,12,2,0,0,3
18/01/2016 16:00,1283,2.5,-0.5,72.5,10,2,0,0,3
18/01/2016 17:00,2774,2.5,-0.5,67.5,11,1,0,0,3
18/01/2016 18:00,2630,2,-1,65,10,1,0,0,3
18/01/2016 19:00,1439,1.5,-1,67.5,9,1,0,0,3
18/01/2016 20:00,812,1,-1,72.5,6.5,1,0,0,3
18/01/2016 21:00,521,0.5,-0.5,75,3,1,0,0,3
18/01/2016 22:00,334,0,-2,75,6,1,0,0,3
18/01/2016 23:00,181,0,-2,80,6,1,0,0,3
19/01/2016 00:00,86,0,-1.5,80,5.5,1,0,0,3
19/01/2016 01:00,36,-1,-1,86,4,1,0,0,3
19/01/2016 02:00,17,-1,-2.5,80,3.5,1,0,0,3
19/01/2016 03:00,21,-1,-1,86,2,1,0,0,3
19/01/2016 04:00,25,-1,-1,83,0,1,0,0,3
19/01/2016 05:00,111,-0.5,-1.5,83,3,1,0,0,3
19/01/2016 06:00,569,-0.5,-0.5,80,4,1,0,0,3
19/01/2016 07:00,1834,-0.5,-0.5,83,2,1,0,0,3
19/01/2016 08:00,3887,0,0,80,0,1,0,0,3
19/01/2016 09:00,1847,0,-1,80,5,1,0,0,3
19/01/2016 10:00,833,1.5,1.5,75.5,0,1,0,0,3
19/01/2016 11:00,736,3.5,3.5,63,0,1,0,0,3
19/01/2016 12:00,858,4,4,58.5,4,1,0,0,3
